,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value,Binar OP130_Resultat_Global_v
270,134.9,152.21,158.9,116.08,12.13,12.28,0.37,11.97,22.31,17.3,103.81,6.4,0
271,147.7,177.95,168.7,112.23,11.87,12.12,,11.97,24.11,22.0,104.65,6.61,0
272,149.8,151.12,144.7,120.23,11.91,12.25,,11.97,24.73,11.0,94.49,6.61,0
273,170.7,159.32,163.4,114.81,12.1,12.24,,11.97,24.43,14.4,102.16,6.61,0
274,197.2,170.96,165.9,114.24,12.06,12.17,,11.97,22.75,16.6,99.31,6.6,0
275,155.4,151.91,153.9,115.35,12.09,12.33,0.41,11.97,22.43,13.4,96.94,6.42,0
276,174.3,151.39,130.6,117.02,12.09,12.33,,11.97,26.0,13.5,96.38,6.6,0
277,155.4,158.11,149.6,111.23,12.11,12.35,,11.97,19.76,12.8,98.68,6.61,0
278,150.1,162.65,138.5,108.12,12.1,12.15,0.39,11.97,23.0,22.2,103.1,6.41,0
279,150.7,157.75,131.9,115.61,11.81,12.2,0.38,11.97,23.45,21.8,106.15,6.62,0
280,167.3,150.76,172.0,113.43,11.74,12.23,,11.97,24.17,16.8,107.46,6.61,0
281,152.2,171.09,157.1,115.15,11.91,12.16,,11.97,29.62,15.2,106.81,6.61,0
282,136.8,172.92,174.0,109.9,12.07,12.27,,11.97,23.72,28.8,102.23,6.61,0
283,163.9,156.27,163.0,116.22,12.09,12.21,,11.97,22.06,15.1,96.76,6.64,0
284,133.3,170.84,146.2,112.96,12.05,12.27,,11.97,21.71,14.8,97.14,6.6,0
285,146.7,169.6,158.8,107.99,11.75,12.29,,11.97,27.34,14.1,103.89,6.6,0
286,166.1,162.43,149.5,109.24,11.81,12.25,0.36,11.97,27.56,20.1,109.31,6.62,0
287,152.2,153.47,144.7,116.68,12.04,12.23,0.41,11.97,21.95,17.6,99.56,6.42,0
288,141.9,154.27,180.7,112.02,12.13,12.26,0.4,11.97,21.28,12.0,95.39,6.41,0
289,178.1,150.01,168.7,111.97,11.88,12.32,,11.97,26.45,20.0,97.91,6.6,0
290,144.3,148.67,157.6,111.91,12.14,12.31,0.39,11.97,17.79,12.4,79.0,6.42,0
291,163.7,155.94,148.1,112.07,11.71,12.2,,11.97,25.7,14.7,99.34,6.61,0
292,157.2,151.73,149.0,107.66,11.9,12.3,,11.97,24.2,14.6,90.54,6.61,0
293,148.5,162.48,136.9,112.26,11.81,12.21,0.4,11.97,24.84,27.0,96.51,6.61,0
294,174.5,160.61,168.8,119.44,12.08,12.26,,11.97,20.87,11.3,101.77,6.6,0
295,154.7,152.85,149.0,110.21,11.9,12.26,,11.98,25.41,14.0,97.32,6.62,0
296,159.5,159.27,149.1,114.78,12.07,12.21,,11.97,19.98,17.1,99.56,6.6,0
297,173.3,169.39,167.1,109.42,11.89,12.34,,11.98,25.07,13.5,96.98,6.61,0
298,158.2,158.15,163.8,120.18,11.85,12.17,0.36,11.97,28.59,19.0,92.72,6.61,0
299,142.0,145.1,150.9,112.1,12.12,12.21,0.38,11.97,17.95,19.5,84.2,6.41,0
300,135.5,152.46,143.0,109.35,12.1,12.26,0.41,11.97,22.45,17.8,102.32,6.41,0
301,197.7,150.38,189.9,114.62,11.81,12.23,,11.97,26.79,26.3,92.69,6.63,0
302,155.8,151.72,159.8,111.07,11.84,12.25,0.37,11.97,25.63,17.6,101.54,6.61,0
303,150.7,177.23,153.3,113.43,11.91,12.27,,11.97,27.0,19.5,96.83,6.62,1
304,138.7,162.09,178.5,122.57,11.89,12.21,,11.98,22.82,18.6,99.53,6.6,0
305,176.3,168.48,163.3,116.28,12.07,12.19,,11.97,24.6,23.5,102.48,6.61,0
306,158.5,154.74,160.9,108.66,12.09,12.24,0.4,11.97,18.7,18.6,84.73,6.42,0
307,155.0,151.7,151.6,111.43,12.09,12.31,0.41,11.97,23.83,10.6,101.53,6.41,0
308,148.9,170.0,165.2,113.82,11.9,12.37,,11.97,26.34,10.1,92.81,6.61,0
309,155.7,140.19,143.2,117.21,12.12,12.17,0.4,11.97,17.8,18.3,83.54,6.41,0
310,165.6,165.57,151.9,113.31,11.9,12.24,,11.97,23.06,24.6,101.75,6.61,0
311,174.9,149.71,158.1,117.09,12.06,12.13,0.41,11.97,24.03,19.1,99.4,6.4,0
312,165.8,158.62,170.0,109.46,11.87,12.21,0.37,11.97,24.49,15.0,92.58,6.6,0
313,138.7,161.05,165.5,115.83,12.07,12.25,,11.97,22.16,11.8,98.29,6.63,0
314,163.2,162.51,166.4,116.93,12.08,12.28,,11.97,22.35,23.1,95.67,6.62,0
315,163.7,160.96,132.8,115.13,11.74,12.28,,11.97,24.99,14.0,97.39,6.61,0
316,162.8,152.45,161.6,115.07,12.12,12.17,0.39,11.97,19.99,17.4,97.82,6.41,0
317,145.5,158.25,161.7,114.72,12.09,12.27,,11.97,21.57,17.0,98.37,6.61,0
318,157.1,144.4,178.6,113.07,11.85,12.24,0.38,11.97,25.69,16.8,95.48,6.62,0
319,156.4,153.89,166.2,113.8,12.09,12.44,,11.97,18.48,8.1,97.77,6.6,0
320,147.3,148.64,164.0,118.81,11.89,12.18,,11.97,22.69,15.0,88.1,6.61,0
321,168.9,168.13,173.6,111.9,12.06,12.16,,11.97,22.12,19.3,98.51,6.61,0
322,171.0,165.22,155.0,113.25,11.87,12.29,,11.97,24.35,27.1,97.34,6.6,0
323,194.4,158.44,156.7,112.64,12.08,12.21,,11.98,20.72,19.1,102.82,6.61,0
324,155.1,159.82,150.1,115.13,11.81,12.21,0.37,11.97,25.08,22.1,98.75,6.61,0
325,138.5,165.31,178.0,110.11,11.88,12.29,,11.97,24.53,16.4,94.74,6.63,0
326,163.9,143.71,189.6,117.64,11.8,12.28,,11.97,24.12,23.4,95.14,6.61,0
327,149.7,172.76,157.4,116.74,12.07,12.19,,11.97,23.33,20.9,103.26,6.6,0
328,150.1,153.22,170.0,115.25,12.05,12.32,0.41,11.97,24.08,16.0,101.95,6.41,0
329,139.5,143.81,150.8,110.38,12.1,12.23,0.41,11.97,21.96,19.6,99.45,6.4,0
330,188.7,159.31,151.5,108.08,11.83,12.27,0.37,11.97,23.92,16.4,94.21,6.63,0
331,149.8,143.8,168.9,107.91,12.13,12.22,0.38,11.97,16.7,16.4,80.75,6.41,0
332,150.0,170.61,148.9,116.06,12.08,12.19,,11.97,24.76,19.6,107.26,6.61,0
333,164.9,167.49,161.7,109.54,11.83,12.27,,11.97,27.87,18.4,104.82,6.62,0
334,131.8,162.51,151.7,111.7,11.88,12.21,,11.97,23.14,15.7,89.61,6.62,0
335,132.0,146.92,169.6,113.97,11.86,12.23,0.42,11.97,26.62,13.2,98.47,6.61,0
336,148.4,149.35,166.4,110.78,11.9,12.23,,11.97,23.82,12.6,89.05,6.6,0
337,147.2,176.84,181.1,114.44,12.07,12.19,,11.98,25.4,14.1,106.21,6.63,0
338,158.0,151.67,153.8,110.09,12.09,12.18,,11.98,20.96,23.1,97.99,6.6,0
339,162.8,166.17,187.4,117.06,12.08,12.31,,11.97,23.8,28.9,103.69,6.61,0
340,157.2,145.55,148.5,112.58,12.13,12.29,0.4,11.97,18.39,17.7,80.48,6.4,0
341,145.1,169.36,183.1,120.35,12.08,12.17,,11.97,24.6,54.1,106.81,6.6,0
342,175.0,147.82,149.7,110.83,11.86,12.28,,11.97,25.81,14.2,100.33,6.61,0
343,172.8,169.89,132.8,113.64,12.07,12.2,,11.98,23.52,14.5,97.36,6.63,0
344,141.4,147.79,164.1,115.15,12.09,12.26,0.41,11.97,23.78,18.7,100.95,6.41,0
345,146.5,180.63,185.8,118.19,12.06,12.3,,11.97,25.58,13.0,111.9,6.6,0
346,138.3,154.1,151.9,113.72,12.1,12.21,,11.97,22.54,15.6,95.71,6.61,0
347,154.9,152.25,142.8,109.32,12.05,12.24,0.41,11.97,21.47,18.0,99.02,6.41,0
348,152.3,144.46,145.9,111.92,12.12,12.33,0.4,11.97,17.69,15.7,82.6,6.42,0
349,147.0,154.47,158.7,126.3,11.83,12.33,0.38,11.97,22.95,21.3,108.92,6.63,0
350,166.7,146.1,178.7,119.84,12.06,12.31,0.41,11.97,22.94,14.2,92.67,6.42,0
351,159.8,154.46,163.3,106.17,11.81,12.2,0.36,11.97,26.23,17.9,101.87,6.61,0
352,156.8,158.61,142.4,112.58,12.08,12.18,,11.97,24.08,22.1,91.27,6.61,0
353,162.2,178.33,148.1,114.15,12.06,12.21,,11.97,24.33,27.3,105.87,6.61,0
354,159.0,150.01,178.1,111.45,12.12,12.2,0.35,11.97,23.52,19.2,99.72,6.42,0
355,163.9,152.63,172.1,113.43,12.09,12.3,0.41,11.97,21.93,15.4,100.78,6.41,0
356,165.1,145.31,160.9,110.7,11.86,12.25,,11.97,27.51,16.5,105.21,6.6,0
357,164.7,162.15,150.1,108.33,11.8,12.36,0.39,11.97,25.49,9.5,103.68,6.62,0
358,130.4,147.02,138.3,113.45,12.08,12.27,0.41,11.97,24.93,17.2,102.58,6.41,0
359,156.3,152.16,149.8,114.87,12.11,12.36,0.37,11.97,22.66,14.8,105.38,6.41,0
360,157.6,181.11,186.1,116.54,12.05,12.18,,11.97,23.29,30.6,99.87,6.61,0
361,158.5,166.74,152.3,105.38,11.88,12.33,,11.97,21.85,12.6,89.02,6.63,0
362,169.7,161.81,183.1,113.23,12.07,12.18,,11.97,22.94,57.0,93.1,6.61,0
363,174.0,139.08,170.4,108.29,12.05,12.26,0.41,11.97,22.14,19.5,100.87,6.43,0
364,197.6,160.17,138.9,117.06,12.11,12.19,,11.98,23.37,30.9,94.6,6.62,0
365,182.2,168.51,161.9,112.92,12.08,12.17,,11.97,20.86,19.3,99.4,6.61,0
366,158.0,181.03,157.2,113.36,12.08,12.16,,11.97,24.12,23.7,101.96,6.61,0
367,155.3,176.45,147.1,112.79,11.93,12.27,,11.97,26.41,13.6,97.91,6.63,0
368,124.2,140.04,134.8,115.54,12.06,12.23,0.41,11.97,24.75,15.4,100.49,6.4,0
369,158.5,152.14,155.4,109.76,12.12,12.21,0.39,11.97,21.54,15.0,108.97,6.42,0
370,154.3,167.69,152.4,119.72,11.86,12.38,,11.97,23.5,10.0,91.36,6.61,0
371,142.5,139.83,182.6,114.57,12.09,12.18,0.41,11.97,23.32,18.7,102.81,6.4,0
372,150.4,145.99,164.1,106.06,12.12,12.31,0.38,11.97,17.26,15.0,80.02,6.4,0
373,163.4,157.45,150.2,107.79,11.84,12.25,0.36,11.97,25.11,28.0,96.42,6.61,0
374,146.4,156.62,140.7,111.31,11.84,12.3,0.39,11.97,26.01,14.3,98.23,6.61,0
375,157.3,149.62,153.6,111.04,11.9,12.37,,11.97,22.96,25.8,87.24,6.63,0
376,148.6,139.15,159.3,109.31,12.06,12.23,0.41,11.97,22.3,21.2,100.6,6.41,0
377,172.2,154.78,184.5,112.06,11.85,12.36,0.4,11.97,24.28,11.7,89.16,6.61,0
378,197.9,158.73,148.4,115.32,11.84,12.31,,11.97,27.96,12.0,103.84,6.62,0
379,150.1,151.08,147.4,113.62,11.72,12.27,,11.97,24.0,21.5,99.99,6.6,0
380,148.2,160.62,169.9,115.45,11.82,12.18,0.37,11.98,25.98,13.8,98.45,6.6,0
381,127.6,155.06,130.1,112.38,12.08,12.21,,11.97,20.32,14.7,97.99,6.63,0
382,152.1,164.68,153.0,112.71,11.89,12.29,,11.97,26.44,19.5,94.79,6.63,0
383,166.6,159.89,167.3,117.49,11.82,12.29,0.33,11.97,24.0,11.2,105.05,6.61,0
384,155.2,151.93,170.9,112.32,11.9,12.25,,11.97,27.44,15.8,102.75,6.63,0
385,154.3,150.82,168.7,109.95,12.05,12.21,0.41,11.97,20.41,20.9,93.97,6.4,0
386,151.3,165.0,158.8,108.7,12.07,12.31,,11.97,23.06,11.6,97.36,6.61,0
387,159.4,157.6,155.8,111.77,12.07,12.17,,11.97,24.36,44.0,99.03,6.61,0
388,152.8,179.14,150.6,114.33,12.05,12.19,,11.97,21.54,26.3,97.66,6.61,0
389,156.4,155.57,156.1,114.13,12.1,12.23,,11.97,24.63,25.1,98.26,6.6,0
390,173.4,140.24,183.3,118.61,12.11,12.29,0.4,11.97,18.63,14.2,81.74,6.4,0
391,139.1,161.0,159.8,110.78,11.9,12.28,,11.97,23.11,13.7,91.74,6.61,0
392,197.9,144.28,197.5,114.49,11.85,12.23,,11.97,26.28,24.8,101.69,6.59,0
393,148.0,143.0,152.7,112.46,12.11,12.38,0.4,11.97,18.64,12.9,84.09,6.41,0
394,165.5,141.9,151.3,117.76,11.85,12.2,,11.97,25.98,15.0,99.43,6.61,0
395,191.2,159.31,181.3,115.19,11.83,12.19,,11.98,28.27,26.5,102.24,6.61,0
396,139.3,155.16,184.1,111.91,11.91,12.34,,11.97,24.28,15.7,104.88,6.61,0
397,164.0,158.93,177.5,113.1,11.83,12.27,0.38,11.97,23.78,23.0,101.4,6.62,0
398,155.3,179.03,142.2,117.35,12.06,12.3,,11.97,23.57,10.2,106.37,6.62,0
399,176.5,153.6,150.4,109.82,12.05,12.33,0.41,11.97,20.73,10.0,98.86,6.41,0
400,153.9,151.24,156.4,111.7,12.09,12.2,,11.98,20.09,15.3,95.79,6.63,0
401,159.0,157.82,167.3,112.6,12.09,12.2,,11.98,26.16,19.5,100.72,6.62,0
402,146.7,157.94,184.8,109.25,11.77,12.14,,11.97,22.54,28.6,89.63,6.61,0
403,154.9,158.0,152.4,114.16,11.9,12.21,,11.98,25.1,21.7,97.44,6.63,0
404,166.0,138.04,159.0,113.64,12.05,12.1,0.4,11.97,19.58,57.4,92.94,6.42,0
405,141.3,146.61,146.0,108.86,11.91,12.27,,11.98,23.97,14.7,87.85,6.61,0
406,164.1,178.9,166.2,109.56,12.06,12.16,,11.97,24.31,16.1,102.29,6.63,0
407,172.3,157.23,175.3,111.83,12.12,12.35,0.39,11.97,20.82,13.8,94.51,6.41,0
408,155.3,165.69,186.9,112.27,12.08,12.32,,11.97,26.36,14.6,96.25,6.63,0
409,154.7,160.51,153.2,114.61,11.81,12.17,0.37,11.97,24.64,25.7,99.8,6.62,0
410,157.7,168.6,144.9,112.18,12.06,12.16,,11.97,21.81,28.5,99.17,6.6,0
411,140.2,151.97,148.9,107.45,12.11,12.22,,11.98,21.76,18.2,99.11,6.61,0
412,172.5,154.88,139.6,111.43,12.13,12.18,0.4,11.97,18.27,18.3,83.6,6.41,0
413,161.6,173.77,161.8,113.5,12.06,12.26,,11.97,24.57,20.6,107.09,6.61,0
414,166.3,179.92,151.7,116.95,11.88,12.16,,11.97,26.89,19.3,102.74,6.62,0
415,168.9,151.93,154.3,109.19,11.84,12.36,0.35,11.97,23.02,14.4,95.05,6.61,0
416,159.0,142.52,149.6,114.98,11.83,12.28,0.37,11.97,25.33,12.3,101.66,6.61,0
417,158.3,135.74,141.9,109.37,12.05,12.32,0.41,11.97,22.72,15.9,103.11,6.44,0
418,179.0,171.28,175.5,111.1,11.86,12.25,,11.97,27.1,13.0,109.27,6.61,0
419,167.3,157.86,155.7,113.45,11.77,12.35,,11.97,27.15,15.3,100.64,6.62,0
420,151.2,151.75,147.3,113.11,12.11,12.33,0.39,11.97,18.8,16.3,86.26,6.41,0
421,150.0,154.75,175.4,113.25,12.1,12.26,0.41,11.97,21.62,19.0,92.9,6.41,0
422,158.3,154.02,178.6,112.15,11.9,12.2,,11.97,25.46,20.7,95.56,6.6,0
423,166.0,163.22,158.9,116.93,11.75,12.25,,11.97,23.9,20.0,104.83,6.63,0
424,157.2,169.19,151.9,110.47,12.07,12.24,,11.97,25.45,13.4,97.43,6.6,0
425,153.4,159.83,169.1,120.33,12.04,12.2,0.41,11.97,25.46,17.3,105.77,6.4,0
426,157.1,151.73,170.6,109.11,12.11,12.35,,11.97,23.58,11.8,98.04,6.63,0
427,159.4,139.25,132.0,108.24,12.05,12.28,0.41,11.97,23.51,19.4,99.98,6.42,0
428,169.1,155.39,163.3,111.83,11.94,12.37,,11.97,26.32,11.4,102.18,6.63,0
429,160.5,158.0,150.3,117.78,11.82,12.29,,11.97,27.82,12.9,102.43,6.6,0
430,163.2,157.52,176.4,114.88,12.09,12.25,,11.97,23.22,30.5,97.23,6.61,0
431,183.6,168.84,168.0,119.52,12.08,12.17,,11.97,22.82,13.4,104.74,6.61,0
432,150.2,158.17,153.6,109.71,11.81,12.3,0.38,11.97,25.37,12.3,97.37,6.61,0
433,184.7,153.01,171.4,112.58,11.84,12.31,0.41,11.97,29.78,16.0,99.79,6.6,0
434,168.4,161.07,158.7,112.96,11.82,12.26,0.38,11.97,26.57,17.8,94.78,6.62,0
435,150.8,136.22,141.3,116.04,12.08,12.31,0.41,11.97,22.73,14.5,94.47,6.4,0
436,163.5,140.95,136.0,112.39,11.85,12.21,0.31,11.97,23.14,15.2,94.91,6.61,0
437,197.8,141.06,166.6,115.56,11.78,12.26,,11.97,22.46,18.4,88.41,6.62,0
438,165.8,152.08,142.0,111.48,11.9,12.23,,11.97,24.7,37.0,102.61,6.6,0
439,166.4,169.87,164.5,109.56,12.06,12.25,,11.97,23.44,20.5,100.96,6.6,0
440,165.6,151.07,149.0,119.32,11.9,12.31,,11.97,24.96,15.9,95.15,6.61,0
441,157.1,162.68,171.5,111.22,12.09,12.28,0.39,11.97,18.24,17.5,80.37,6.41,0
442,157.6,150.99,164.4,114.49,12.13,12.18,0.4,11.97,21.12,15.0,101.01,6.41,0
443,149.6,160.67,156.6,109.77,11.9,12.31,,11.97,24.15,13.8,96.95,6.6,0
444,146.3,157.93,128.1,110.77,12.04,12.14,0.41,11.98,23.06,17.0,100.39,6.41,0
445,159.5,144.33,159.1,118.7,12.05,12.3,0.41,11.97,22.82,13.2,94.43,6.42,0
446,156.8,141.67,156.3,111.08,11.84,12.3,0.38,11.98,25.9,10.6,103.2,6.63,0
447,163.2,148.27,145.9,107.19,11.9,12.31,,11.98,23.14,12.8,88.57,6.63,0
448,154.9,174.9,140.3,113.41,12.06,12.21,,11.97,21.95,21.1,104.06,6.62,0
449,164.6,175.73,157.7,115.97,11.98,12.3,,11.97,27.73,22.4,104.76,6.6,0
450,152.1,149.03,141.5,115.51,11.85,12.21,,11.98,25.38,32.7,103.8,6.61,0
451,173.5,167.07,172.4,109.86,11.83,12.37,,11.97,27.95,11.3,107.81,6.61,0
452,163.4,157.63,177.4,106.98,11.82,12.38,0.35,11.97,25.44,11.2,95.66,6.61,0
453,180.8,133.07,168.6,113.63,12.05,12.44,0.41,11.97,21.19,8.7,97.5,6.42,0
454,165.8,154.38,167.1,114.19,11.9,12.28,,11.97,24.62,19.0,95.46,6.61,0
455,157.7,171.27,167.0,111.71,12.09,12.29,,11.97,25.54,13.7,99.42,6.6,0
456,181.0,163.66,141.5,113.93,12.07,12.26,,11.97,21.38,14.0,101.29,6.63,0
457,160.0,167.75,149.3,119.38,12.06,12.3,,11.97,22.56,26.4,96.26,6.63,0
458,130.4,174.74,191.9,113.25,12.06,12.23,,11.97,23.37,20.3,94.19,6.61,0
459,163.2,135.79,161.7,113.53,11.83,12.24,0.38,11.97,25.35,12.8,101.08,6.6,0
460,143.3,144.66,176.2,123.59,12.04,12.28,0.41,11.97,22.46,17.4,98.35,6.41,0
461,161.3,183.82,162.0,110.84,12.06,12.3,,11.97,23.6,9.2,105.65,6.61,0
462,158.2,170.19,159.1,107.66,11.88,12.24,,11.98,25.13,21.2,94.9,6.6,0
463,161.6,171.68,171.5,111.21,12.08,12.24,,11.98,22.34,15.9,93.77,6.6,0
464,156.9,143.56,137.0,114.43,12.05,12.31,0.41,11.98,22.38,17.0,97.76,6.41,0
465,162.6,174.49,173.9,117.43,12.07,12.23,,11.97,24.76,21.1,104.88,6.61,0
466,148.2,157.89,166.4,122.97,12.12,12.27,0.39,11.97,20.72,14.7,92.51,6.44,0
467,173.3,162.76,146.2,113.5,11.9,12.25,,11.97,24.56,24.0,90.24,6.63,0
468,142.6,141.07,131.8,109.52,12.11,12.24,0.41,11.97,23.65,18.2,104.02,6.43,0
469,175.1,152.54,152.4,108.52,11.76,12.3,,11.97,25.11,11.3,97.18,6.61,0
470,148.9,167.9,156.1,111.24,12.07,12.26,,11.97,22.46,20.9,91.76,6.61,0
471,174.6,150.38,148.5,112.41,12.09,12.44,,11.97,22.6,10.4,95.16,6.61,0
472,171.6,140.62,187.9,108.99,11.83,12.24,0.37,11.97,20.67,12.9,92.0,6.61,0
473,158.0,149.22,170.2,118.24,12.1,12.35,0.41,11.97,24.9,15.8,95.48,6.4,0
474,186.2,139.52,151.8,112.04,12.12,12.25,0.4,11.97,16.12,17.0,81.48,6.43,0
475,145.6,170.1,141.6,111.26,12.08,12.21,,11.98,21.52,16.6,100.24,6.61,0
476,161.4,172.25,152.2,115.04,11.88,12.16,,11.98,23.93,21.7,94.03,6.61,0
477,152.4,183.18,146.0,115.98,12.06,12.24,,11.97,25.86,11.9,107.25,6.61,0
478,149.5,157.46,171.0,114.28,12.07,12.19,,11.97,23.72,18.5,94.75,6.62,0
479,156.8,154.59,158.0,114.48,12.1,12.24,,11.97,22.89,14.9,100.91,6.61,0
480,170.4,143.74,166.0,118.51,12.05,12.19,0.38,11.97,23.76,21.4,90.33,6.4,0
481,136.1,148.61,169.1,110.37,11.91,12.26,,11.97,23.32,11.6,88.4,6.61,0
482,143.6,157.02,148.8,112.87,11.83,12.18,0.38,11.97,23.74,23.0,100.63,6.61,0
483,164.4,142.02,159.8,112.3,11.72,12.19,,11.97,23.27,37.4,96.26,6.63,0
484,175.3,154.96,174.0,114.32,11.86,12.24,0.41,11.97,24.65,23.7,111.13,6.61,0
485,177.1,151.53,163.9,117.5,12.04,12.35,0.41,11.97,24.32,11.0,102.43,6.4,0
486,180.3,164.59,131.1,112.83,11.84,12.26,,11.97,26.95,15.2,107.7,6.61,0
487,168.4,161.85,167.7,118.35,12.07,12.28,,11.97,23.15,12.2,103.56,6.63,0
488,156.5,149.39,170.7,108.91,11.83,12.29,0.37,11.97,22.78,13.8,98.9,6.61,0
489,160.9,150.05,183.0,113.37,11.79,12.3,,11.97,26.21,12.0,99.35,6.61,0
490,156.2,157.19,159.8,112.68,12.07,12.29,,11.98,19.04,12.3,96.13,6.61,0
491,155.2,151.48,153.3,116.99,11.82,12.24,0.35,11.97,23.54,14.6,93.89,6.61,0
492,160.1,162.38,138.5,110.14,11.82,12.19,0.38,11.97,26.03,20.6,109.74,6.61,0
493,180.5,145.35,145.3,115.46,11.86,12.2,,11.97,28.91,18.0,98.91,6.62,0
494,181.3,161.88,191.1,115.67,12.09,12.33,,11.97,25.39,15.8,106.79,6.62,0
495,172.3,155.95,145.3,111.56,12.09,12.41,0.41,11.97,22.1,10.7,100.89,6.41,0
496,150.0,163.43,158.8,115.8,12.09,12.2,,11.98,24.26,21.6,100.62,6.61,0
497,165.7,153.08,149.5,115.28,11.83,12.24,0.34,11.97,25.61,16.3,109.42,6.6,0
498,127.3,155.63,161.0,110.03,12.13,12.29,0.38,11.97,21.51,13.0,106.55,6.41,0
499,158.5,181.24,166.2,116.1,12.05,12.21,,11.97,24.94,15.4,101.28,6.6,0
500,181.9,155.75,166.6,114.15,11.83,12.26,0.36,11.97,25.66,14.6,108.65,6.62,0
501,168.0,146.53,191.9,107.77,12.06,12.18,0.38,11.97,21.97,22.0,97.97,6.4,0
502,165.3,181.7,143.7,114.24,11.89,12.33,,11.97,27.73,13.2,94.15,6.61,0
503,164.7,175.05,158.4,112.68,12.06,12.14,,11.97,25.91,41.2,101.1,6.62,0
504,142.7,159.48,153.1,111.74,12.07,12.16,,11.97,25.64,17.3,101.07,6.62,0
505,140.0,170.28,159.8,107.34,11.89,12.24,,11.98,25.05,20.0,103.61,6.61,0
506,178.2,150.24,161.2,114.04,11.84,12.25,0.4,11.97,25.94,18.5,99.76,6.61,0
507,167.6,173.97,168.8,113.04,12.06,12.18,,11.97,23.01,26.3,103.21,6.63,0
508,180.6,156.73,154.0,113.01,12.11,12.28,,11.97,23.94,25.9,103.76,6.61,0
509,147.8,152.78,138.9,111.83,12.1,12.18,0.38,11.97,23.69,17.0,101.8,6.41,0
510,163.7,155.12,169.8,114.31,12.11,12.2,0.4,11.97,19.44,16.4,79.18,6.42,0
511,143.7,169.64,150.4,111.63,11.9,12.32,,11.97,32.9,21.2,97.98,6.63,0
512,155.8,153.68,152.4,125.54,12.1,12.17,,11.97,21.74,16.0,99.81,6.62,0
513,130.2,172.99,163.6,115.7,12.08,12.11,,11.97,22.78,47.6,97.54,6.63,0
514,194.7,151.23,168.3,118.59,11.82,12.27,0.4,11.97,22.96,19.2,95.58,6.62,0
515,163.9,149.98,156.1,113.45,11.88,12.29,,11.97,26.36,9.3,94.3,6.61,0
516,158.0,136.65,159.8,112.92,12.07,12.28,0.41,11.97,21.79,19.1,93.79,6.4,0
517,190.2,169.99,166.4,118.34,12.06,12.22,,11.97,23.36,13.5,106.97,6.6,0
518,157.6,172.0,144.9,114.7,12.08,12.27,,11.97,22.96,21.8,107.87,6.63,0
519,185.7,158.07,160.5,114.4,11.82,12.29,0.38,11.97,25.54,13.6,102.05,6.6,0
520,197.7,140.68,171.6,128.78,12.05,12.26,0.41,11.97,21.14,14.9,95.17,6.4,0
521,150.3,158.75,167.1,111.4,11.9,12.19,,11.98,27.36,16.8,101.72,6.61,0
522,160.8,145.75,144.1,117.81,11.76,12.27,,11.97,22.12,20.9,90.38,6.61,1
523,149.6,160.62,184.8,111.55,11.78,12.29,,11.97,24.42,14.3,94.32,6.61,0
524,151.5,155.59,177.7,112.02,12.06,12.28,0.41,11.97,20.92,16.7,99.16,6.45,0
525,164.4,156.67,160.3,112.1,11.71,12.35,,11.97,25.07,8.5,98.42,6.61,0
526,180.9,142.56,164.2,109.93,12.03,12.2,0.41,11.97,23.19,16.9,100.65,6.41,0
527,181.1,144.05,151.9,115.45,11.85,12.35,,11.97,27.14,14.7,98.82,6.64,0
528,148.3,155.47,161.2,115.04,12.07,12.19,,11.97,21.69,16.2,95.75,6.61,0
529,146.5,188.88,170.4,112.81,12.06,12.25,,11.97,22.96,13.9,105.73,6.6,0
530,164.5,166.71,151.5,111.99,11.75,12.25,,11.97,26.01,13.9,99.2,6.63,0
531,133.3,153.17,164.0,115.7,12.12,12.3,0.4,11.97,19.84,15.4,83.5,6.4,0
532,132.4,131.68,154.2,119.11,12.05,12.29,0.41,11.97,23.71,15.2,96.71,6.41,0
533,140.5,149.76,158.9,121.4,11.9,12.34,,11.97,22.37,9.4,87.09,6.61,0
534,150.6,145.63,158.2,117.99,12.1,12.31,0.41,11.97,21.17,15.9,87.68,6.41,0
535,155.2,149.59,172.9,112.27,11.83,12.45,0.39,11.97,25.25,8.4,99.29,6.63,0
536,167.8,161.98,156.9,114.85,11.82,12.28,0.35,11.97,27.25,17.8,110.01,6.6,0
537,157.2,158.44,152.9,112.96,12.07,12.33,,11.97,22.11,13.6,99.59,6.61,0
538,155.1,146.64,141.6,114.32,12.12,12.2,0.39,11.97,17.45,17.9,77.98,6.44,0
539,155.9,146.36,168.7,108.38,11.82,12.24,0.35,11.97,24.32,14.9,94.17,6.6,0
540,134.2,144.16,167.7,112.32,12.04,12.21,0.41,11.97,23.26,17.1,97.09,6.41,0
541,165.9,145.89,147.5,112.47,12.12,12.33,0.39,11.97,17.12,12.0,77.09,6.41,0
542,176.4,161.36,156.5,116.59,11.82,12.2,0.38,11.97,25.36,19.7,102.28,6.61,0
543,167.4,141.31,169.0,114.14,11.86,12.34,,11.97,24.61,13.1,94.99,6.6,0
